"Incident ID","Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
1288201,"December 30, 2018",Texas,Houston,"15491 Wallisville Rd",1,1,N/A
1288224,"December 30, 2018","North Carolina",Randleman,"1029 High Point St",0,1,N/A
1288918,"December 30, 2018",California,Madera,"20000 block of Avenue 6",0,1,N/A
1287553,"December 29, 2018",Texas,"Fort Worth","1500 block of E Berry St",0,1,N/A
1289168,"December 29, 2018",Indiana,Marion,"2300 block of Gallatin St",3,0,N/A
1288186,"December 29, 2018",Georgia,Atlanta,"1975 North Ave",0,1,N/A
1287286,"December 28, 2018",Missouri,"Saint Charles","150 Whetstone Dr",4,1,N/A
1286792,"December 28, 2018",Ohio,Cincinnati,"900 block of Burton Ave",0,1,N/A
1287440,"December 28, 2018",Florida,Jacksonville,"3109 W 15th St",0,2,N/A
1286734,"December 27, 2018",Tennessee,Nashville,"960 Blank St",0,1,N/A
1298004,"December 27, 2018",Missouri,"Union Star",N/A,0,1,N/A
1285972,"December 27, 2018",Arkansas,"Little Rock","2A Eagle Hill Dr",2,0,N/A
1286092,"December 26, 2018",Florida,Pahokee,"300 block of Shirley Dr",0,1,N/A
1285564,"December 26, 2018",Texas,Houston,"1313 S Loop W",0,1,N/A
1284597,"December 24, 2018",Louisiana,Shreveport,"4201 Cadbury Ct",1,1,N/A
1284129,"December 24, 2018",Tennessee,Memphis,"Jackson Ave and N Evergreen St",0,1,N/A
1283808,"December 23, 2018","South Carolina",Allendale,"1800 block of Razor Rd",0,1,N/A
1283645,"December 23, 2018",Mississippi,Jackson,"3200 block of Downing St",0,1,N/A
1283595,"December 23, 2018",Delaware,Milford,"300 Aurora Pl",0,1,N/A
1281204,"December 20, 2018",Texas,Temple,"110 W Virginia Ave",3,1,N/A
1280379,"December 19, 2018",Florida,Valrico,"1512 Emerald Hill Way",4,0,N/A
1278113,"December 16, 2018","North Carolina",Charlotte,"10500 block of Glory Meadow Ct",0,2,N/A
1277947,"December 16, 2018",Florida,Homestead,"11441 SW 242nd Ln",4,0,N/A
1278778,"December 14, 2018",Missouri,Florissant,"13 Holly Ln",1,0,N/A
1277764,"December 14, 2018",California,Fresno,"McKenzie St and 9th St",0,2,N/A
1277170,"December 14, 2018",Michigan,Roseville,"16415 Dort St",1,0,N/A
1276882,"December 13, 2018",Georgia,Savannah,"1500 block of Georgia Ave",0,1,N/A
