"Incident ID","Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
2310540,"May 24, 2022",Tennessee,Nashville,"Brick Church Pike",0,1,N/A
2309411,"May 23, 2022",Texas,"Fort Worth","7200 block of Martha Ln",0,1,N/A
2309281,"May 22, 2022",Florida,Orlando,"6500 block of Bentwood St",1,0,N/A
2310242,"May 22, 2022",Pennsylvania,"Etters (Goldsboro)","50 Newberry Pkwy",0,1,N/A
2309172,"May 21, 2022",Mississippi,Jackson,"4634 Village Dr",1,0,N/A
2308804,"May 21, 2022",Tennessee,Nashville,"227 Shelby Ave",1,0,N/A
2308063,"May 21, 2022",California,Walnut,"20000 block of E Country Hollow Dr",1,0,N/A
2308677,"May 21, 2022",Florida,Vernon,N/A,0,1,N/A
2307395,"May 20, 2022",California,Oakley,"200 block of W Cypress Rd",1,0,N/A
2307656,"May 20, 2022",California,Antioch,"2100 block of Lemontree Way",1,1,N/A
2310051,"May 20, 2022",Alabama,Mobile,"Morganthau Dr",0,1,N/A
2306499,"May 19, 2022",Pennsylvania,Sunbury,"201 N 4th St",1,0,N/A
2306863,"May 18, 2022",California,Oakland,"300 block of 17th St",0,2,N/A
2305384,"May 18, 2022",Texas,Houston,"9275 Richmond Ave",1,0,N/A
2306674,"May 18, 2022",Delaware,Dover,"3000 block of Forrest Ave",0,1,N/A
2306401,"May 18, 2022",Texas,Lubbock,"2323 Glenna Goodacre Blvd",1,0,N/A
2306853,"May 17, 2022",Louisiana,Eunice,"1300 block of Darrel St",0,1,N/A
2305078,"May 17, 2022",California,Stockton,"6700 block of Everest Ave",0,3,N/A
2305835,"May 17, 2022","West Virginia",Princeton,"Orange Ln",0,1,N/A
2305437,"May 17, 2022",Tennessee,"Lenoir City","W 2nd Ave",1,0,N/A
2304047,"May 16, 2022",Mississippi,Vauden,N/A,1,0,N/A
2304036,"May 16, 2022",Mississippi,Greenwood,"1900 Strong Ave",0,2,N/A
2304627,"May 16, 2022",Ohio,Columbus,"Dove Ave and E 109th St",1,1,N/A
2305249,"May 16, 2022",Louisiana,Eunice,"1300 block of Darrell St",0,1,N/A
2304162,"May 16, 2022",Michigan,Wyoming,"1900 block of Prairie Pkwy SW",0,1,N/A
2306136,"May 15, 2022",Tennessee,Dyersburg,"300 block of Wilson Cir",0,1,N/A
2303093,"May 15, 2022",California,"Los Angeles","800 block of S Hope St",0,1,N/A
2307354,"May 15, 2022",Ohio,Mcconnelsville,"9290 OH-284",0,1,N/A
2303554,"May 15, 2022",Georgia,Atlanta,"3535 Peachtree Rd NE",0,1,N/A
2303432,"May 15, 2022",Florida,"Fort Lauderdale (Lauderhill)","5900 block of NW 23rd St",1,0,N/A
2303119,"May 15, 2022",Indiana,Auburn,"1600 block of IN-8",2,0,N/A
2302489,"May 15, 2022",Wisconsin,Milwaukee,"1412 N 17th St",1,0,N/A
2302032,"May 14, 2022",Kentucky,Louisville,"S 26th St and W Broadway",0,2,N/A
2301966,"May 14, 2022",Texas,"San Antonio","2522 Nacogdoches Rd",0,2,N/A
2302810,"May 14, 2022",Texas,Burkburnett,"111 S Ave D",0,1,N/A
2301841,"May 14, 2022",Ohio,Columbus,"1100 block of Carolyn Ave",0,1,N/A
2301166,"May 13, 2022",Virginia,Alexandria,"2320 Richmond Hwy",1,1,N/A
2300923,"May 13, 2022",Texas,Houston,"4500 block of Weaver Rd",0,1,N/A
2300996,"May 12, 2022",Illinois,Rockford,"937 School St",0,1,N/A
2300392,"May 12, 2022",Florida,"Fort Lauderdale","400 block of SE 2nd St",0,1,N/A
